CRASH_ID,UNIT_NBR,UNIT_DESC_ID,VEH_PARKED_FL,VEH_HNR_FL,VEH_LIC_STATE_ID,VIN,VEH_MOD_YEAR,VEH_COLOR_ID,VEH_MAKE_ID,VEH_MOD_ID,VEH_BODY_STYL_ID,EMER_RESPNDR_FL,OWNR_ZIP,FIN_RESP_PROOF_ID,FIN_RESP_TYPE_ID,VEH_DMAG_AREA_1_ID,VEH_DMAG_SCL_1_ID,FORCE_DIR_1_ID,VEH_DMAG_AREA_2_ID,VEH_DMAG_SCL_2_ID,FORCE_DIR_2_ID,VEH_INVENTORIED_FL,VEH_TRANSP_NAME,VEH_TRANSP_DEST,CONTRIB_FACTR_1_ID,CONTRIB_FACTR_2_ID,CONTRIB_FACTR_P1_ID,VEH_TRVL_DIR_ID,FIRST_HARM_EVT_INV_ID,INCAP_INJRY_CNT,NONINCAP_INJRY_CNT,POSS_INJRY_CNT,NON_INJRY_CNT,UNKN_INJRY_CNT,TOT_INJRY_CNT,DEATH_CNT
15390353,3,MOTOR VEHICLE,N,N,TX,1HD1LC314EC427512,NA,WHI,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,75041,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,,,NONE,NA,NA,SOUTH,N,1,0,0,0,0,1,0
15396023,1,MOTOR VEHICLE,N,N,TX,1HFSC55015A103943,2005,WHI,HONDA,NA,MOTORCYCLE,N,78840,1,LIABILITY INSURANCE POLICY,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 4,9,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 5,3,N,,,UNSAFE SPEED,NA,NA,WEST,Y,0,1,0,0,0,1,0
15397658,2,MOTOR VEHICLE,N,N,TX,JS1VY52A152104536,2005,BLU,SUZUKI,UNKNOWN,MOTORCYCLE,N,78108,2,NA,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 1 MINIMUM,6,NA,NA,NA,N,TEXAS TOWING,GROWDON IMPOUND,NONE,NA,NA,NORTHWEST,Y,0,0,0,1,0,0,0
15397948,1,MOTOR VEHICLE,N,N,TX,5VPDW36N9E3035924,NA,BLK,VICTORY,UNKNOWN,MOTORCYCLE,N,76244,1,LIABILITY INSURANCE POLICY,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 1 MINIMUM,3,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 1 MINIMUM,9,N,GARY HOWARD,"1799 N HWY 81, DECATUR 9406272852",ANIMAL ON ROAD- WILD,NA,NA,NORTH,Y,0,1,0,0,0,1,0
15399675,1,MOTOR VEHICLE,N,N,TX,JKAZX4P157A004651,2007,BLK,KAWASAKI,NA,MOTORCYCLE,N,78387,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,N,,,SPEEDING - (OVERLIMIT),UNDER INFLUENCE - ALCOHOL,NA,WEST,Y,0,1,0,0,0,1,0
15400609,1,MOTOR VEHICLE,N,N,WA,JYAVM01E97A099292,2007,BLK,YAMAHA,NA,MOTORCYCLE,N,98607,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,12,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 1 MINIMUM,1,N,DRIVER,RIDEN AWAY,OTHER (EXPLAIN IN NARRATIVE),NA,NA,SOUTH,Y,0,0,1,0,0,1,0
15411434,3,MOTOR VEHICLE,Y,N,TX,LB5TMCBD0CZ000077,NA,GRN,ALL OTHER MAKES,UNKNOWN,MOTORCYCLE,N,75204,2,NA,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,9,NA,NA,NA,N,,,NONE,NA,NA,NORTH,N,0,0,0,0,0,0,0
15412770,1,MOTOR VEHICLE,N,N,TX,1HD1BML18VY031899,1997,BLU,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,76706,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,9,NA,NA,NA,Y,HOGG WRECKER SERVICE 254-715-6384,HOGG WRECKER SERVICE RIESEL TX,UNDER INFLUENCE - ALCOHOL,FAILED TO CONTROL SPEED,NA,SOUTH,Y,0,1,0,0,0,1,0
15413129,1,MOTOR VEHICLE,N,N,TX,JYARN23Y89A001129,NA,WHI,YAMAHA,UNKNOWN,MOTORCYCLE,N,77493,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,12,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 2,11,Y,TWIN CITIES,"1920 ROCKY FALLS RD RICHMOND, TX 77469",UNSAFE SPEED,FLEEING OR EVADING POLICE,NA,NORTHEAST,Y,0,1,0,0,0,1,0
15415081,1,MOTOR VEHICLE,N,N,TX,JYAVP24E97A002526,2007,MAR,YAMAHA,UNKNOWN,MOTORCYCLE,N,76084,1,LIABILITY INSURANCE POLICY,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,N,,,UNSAFE SPEED,FAULTY EVASIVE ACTION,HAD BEEN DRINKING,SOUTH,Y,0,1,0,0,0,1,0
15415257,2,MOTOR VEHICLE,N,N,NM,JS1GU71L7C2103231,1982,BLK,SUZUKI,NA,MOTORCYCLE,N,79912,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,12,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 2,3,,PRIVATE TOW,OWNERS REQUEST,NONE,NA,NA,WEST,Y,0,1,0,0,0,1,0
15415308,2,MOTOR VEHICLE,N,N,TN,JYARN10EX2A001465,2002,BLU,YAMAHA,NA,MOTORCYCLE,N,63052,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,LIGHTHING TOWING & RECOVERY,11360 EASTEX FRWY,NONE,NA,NA,WEST,Y,0,0,0,0,0,0,2
15416284,1,MOTOR VEHICLE,N,N,TX,1HD1TAN12FB962959,NA,BRO,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,77479,1,PROOF OF LIABILITY INSURANCE,LEFT SIDE AND TOP DAMAGE ROLLOVER EFFECTS,DAMAGED 6,9,RIGHT SIDE AND TOP DAMAGE ROLLOVER EFFECTS,DAMAGED 6,3,N,LONG'S WRECKER 281-642-3135,"14001 S. MAIN, HOUSTON, TX",FAILED TO CONTROL SPEED,NA,NA,NORTHWEST,Y,1,0,0,0,0,1,0
15420414,2,MOTOR VEHICLE,N,N,TX,1HD1GTV115K310977,2005,GRY,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,75670,1,LIABILITY INSURANCE POLICY,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,N,,,NONE,NA,NA,SOUTH,Y,1,0,0,0,0,1,0
15422913,1,MOTOR VEHICLE,N,N,TX,JH2RC071XCM025800,1982,BLK,HONDA,NA,MOTORCYCLE,N,79103,2,NA,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 1 MINIMUM,7,RIGHT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,5,N,,,FAILED TO CONTROL SPEED,NA,NA,WEST,Y,0,1,0,0,0,1,0
15423499,1,MOTOR VEHICLE,N,N,TX,JS1GN79A662101829,2006,BLU,SUZUKI,NA,MOTORCYCLE,N,79416,1,LIABILITY INSURANCE POLICY,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,3,N,LUBBOCK WRECKER,,FAILED TO CONTROL SPEED,CHANGED LANE WHEN UNSAFE,NA,EAST,Y,0,0,1,0,0,1,0
15425248,4,MOTOR VEHICLE,N,N,TX,RFVPAP5A6F1117757,NA,BLK,NA,NA,MOTORCYCLE,N,77840,1,PROOF OF LIABILITY INSURANCE,NA,NA,NA,NA,NA,NA,N,,,NA,NA,FAULTY EVASIVE ACTION,WEST,Y,0,0,1,0,0,1,0
15425337,2,MOTOR VEHICLE,N,N,TX,HD1MCC13HB852534,NA,ONG,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,75686,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 3,6,NA,NA,NA,,JAKE'S TOWING,JAKE'S TOWING,NONE,NA,NA,SOUTH,Y,0,1,0,0,0,1,0
15426320,2,MOTOR VEHICLE,N,N,TX,1HD1HHH11EC808791,NA,TAN,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,77062,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,3,NA,NA,NA,N,DEWITT WRECKER,"1423 2ND ST LEAGUE CITY, TX 77573",NONE,NA,NA,EAST,Y,1,0,0,0,0,1,0
15427215,1,MOTOR VEHICLE,N,N,TX,1HD1HHH15HC801105,NA,WHI,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,76051,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,EDD'S TOWING (817) 431-4569,"708 KATY RD. FT. WORTH, TX 76244",FAILED TO CONTROL SPEED,FAILED TO DRIVE IN SINGLE LANE,NA,SOUTH,Y,0,0,0,1,0,0,0
15430315,1,MOTOR VEHICLE,N,N,TX,1HD1CGP155K455133,2005,RED,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,77581,1,LIABILITY INSURANCE POLICY,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 3,NA,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 3,NA,N,CASH MONEY,WRECKER LOT,FAILED TO CONTROL SPEED,UNDER INFLUENCE - ALCOHOL,NA,NORTH,Y,0,1,0,0,0,1,0
15431483,1,MOTOR VEHICLE,N,N,TX,M10124A349G052505,2005,BRO,HOMEMADE VEHICLE,UNKNOWN,MOTORCYCLE,N,75645,1,PROOF OF LIABILITY INSURANCE,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 1 MINIMUM,9,NA,NA,NA,N,DRIVEN FROM SCENE,,UNSAFE SPEED,NA,NA,NORTHWEST,Y,0,1,0,0,0,1,0
15431747,6,MOTOR VEHICLE,Y,N,TX,1HFSC47032A109133,2002,BLK,HONDA,NA,MOTORCYCLE,N,79605,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,12,NA,NA,NA,N,,,NONE,NA,NA,UNKNOWN,N,0,0,0,0,0,0,0
15431850,1,MOTOR VEHICLE,N,N,TX,WB10597017ZN47096,2007,GRY,BMW,F SERIES,MOTORCYCLE,N,75228,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,Y,S & N TOWING,"442 BALCONES DR., FREDERICKSBURG, TX",ANIMAL ON ROAD- WILD,UNDER INFLUENCE - ALCOHOL,NA,WEST,Y,0,1,0,0,0,1,0
15431895,1,MOTOR VEHICLE,N,N,TX,1HD1BLY194Y044243,2004,YEL,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,77498,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,NA,NA,NA,N,OFF THE HOOK TOWING & RECOVERY,20090 A FRANZ RD,FAILED TO CONTROL SPEED,NA,NA,EAST,N,0,0,0,1,0,0,0
15432490,1,MOTOR VEHICLE,N,N,TX,JKAZRBC13XA026782,1999,GRN,KAWASAKI,NA,MOTORCYCLE,N,78745,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,N,,,FAILED TO CONTROL SPEED,HAD BEEN DRINKING,NA,SOUTHWEST,Y,0,1,0,0,0,1,0
15434688,1,MOTOR VEHICLE,N,N,TX,JYARJ16E89A014115,NA,BLK,YAMAHA,UNKNOWN,MOTORCYCLE,N,78040,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,12,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,9,N,DRIVER,TOWED AWAY BY OWNER,FAULTY EVASIVE ACTION,NA,NA,EAST,Y,0,0,1,0,0,1,0
15435778,2,MOTOR VEHICLE,N,N,TX,JH2RC5009EK100371,NA,BLK,HONDA,NA,MOTORCYCLE,N,79936,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 4,12,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 3,11,N,DEPENDABLE TOWING,OWNERS REQUEST,OTHER (EXPLAIN IN NARRATIVE),NA,NA,WEST,Y,0,0,1,0,0,1,0
15436960,2,MOTOR VEHICLE,N,N,AR,1HFSC1415FA123343,1985,BRZ,HONDA,NA,MOTORCYCLE,N,76365,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,JWE,3101 ARMORY RD,NONE,NA,NA,WEST,Y,0,1,0,0,0,1,1
15440548,2,MOTOR VEHICLE,N,N,TX,JYARJ08Y85A000422,2005,SIL,YAMAHA,NA,MOTORCYCLE,N,78412,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,BOB JOHNSON WRECKER,6333 HARWICK RD,NONE,NA,NA,NORTH,N,0,0,1,0,0,1,0
15443021,2,MOTOR VEHICLE,N,N,TX,JS1VS55A6C2100539,NA,BLK,SUZUKI,NA,MOTORCYCLE,N,78212,1,LIABILITY INSURANCE POLICY,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,7,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 3,3,Y,CONTRACT,GROWDON POUND,NONE,NA,NA,EAST,Y,0,1,0,0,0,1,0
15443591,1,MOTOR VEHICLE,N,N,TX,JYAVM01E65A082141,2005,TAN,YAMAHA,UNKNOWN,MOTORCYCLE,N,77859,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,10,NA,NA,NA,N,PENICKS,502 W. BROWN ST.,FAILED TO CONTROL SPEED,HAD BEEN DRINKING,NA,NORTH,Y,1,0,0,0,0,1,0
15443852,1,MOTOR VEHICLE,N,N,TX,1HD1BW5137Y075336,2007,MAR,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,78155,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,N,BARRY'S TOWING,"155 GEMBLER RD. MARRION, TX 78124",FAILED TO CONTROL SPEED,NA,NA,SOUTH,Y,1,0,0,0,0,1,0
15443852,2,MOTOR VEHICLE,N,N,TX,1HD1KBM1XCB666237,NA,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,78155,1,LIABILITY INSURANCE POLICY,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,6,NA,NA,NA,N,SHANAFELT'S WRECKER SERVICE,"955 W KINGSBURY, SEGUIN, TX 78155",NONE,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
15452308,3,MOTOR VEHICLE,N,N,TX,1HD1FS4187Y624429,2007,RED,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,77033,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,,REMOVED BY OWNER,NONE,NA,NA,SOUTH,N,0,0,0,1,0,0,0
15454255,1,MOTOR VEHICLE,N,N,TX,LKDTCLTG3F1C10094,NA,BLK,UNKNOWN,UNKNOWN,MOTORCYCLE,N,77493,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 5,12,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,12,N,OWNER,DRIVEN FROM SCENE,FAILED TO CONTROL SPEED,NA,NA,NORTH,Y,0,1,0,0,0,1,0
15454255,1,MOTOR VEHICLE,N,N,TX,LKDTCLTG3F1C10094,NA,BLK,UNKNOWN,UNKNOWN,MOTORCYCLE,N,77493,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 5,12,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,12,N,OWNER,DRIVEN FROM SCENE,FAILED TO CONTROL SPEED,NA,NA,NORTH,Y,0,1,0,0,0,1,0
15456193,1,MOTOR VEHICLE,N,N,TX,JKAZXCJ1XCA010538,NA,RED,KAWASAKI,NA,MOTORCYCLE,Y,79765,1,LIABILITY INSURANCE POLICY,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 2,9,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 2,3,N,,,FAILED TO CONTROL SPEED,NA,NA,WEST,Y,0,1,0,0,0,1,0
15457046,2,MOTOR VEHICLE,N,N,TX,1HD1GP412BC319329,NA,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,77836,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,D&S TOWING,"4894 FM 50, CALDWELL, TX 77836",NONE,NA,NA,NORTH,Y,0,0,0,0,0,0,1
15460979,3,MOTOR VEHICLE,N,N,TX,L9NTELKE9G1200633,NA,BLK,ALL OTHER MAKES,NA,MOTORCYCLE,N,75214,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,3,NA,NA,NA,Y,CONTRACT WRECKER,"1955 VILBIG RD, DALLAS, TEXAS",NONE,NA,NA,SOUTH,N,0,0,1,0,0,1,0
15462780,2,MOTOR VEHICLE,N,N,TX,JH2RC44612K620861,2002,PLE,HONDA,UNKNOWN,MOTORCYCLE,N,77419,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,4,NA,NA,NA,N,COASTAL AUTOMOTIVE,"2006 COTTONWOOD, BAY CITY, TX 77414",NONE,NA,NA,SOUTHWEST,Y,2,0,0,0,0,2,0
15463237,1,MOTOR VEHICLE,N,N,TX,1HD1DJL14PY503883,1993,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,77575,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 4,11,UNDERCARRIAGE DAMAGE ONLY,NO DAMAGE,11,N,OWNER,RESIDENCE,FAILED TO CONTROL SPEED,DRIVER INATTENTION,NA,NORTH,Y,0,1,0,0,0,1,0
15468104,1,MOTOR VEHICLE,N,N,TX,JS1GR7JA442103141,2004,YEL,SUZUKI,UNKNOWN,MOTORCYCLE,N,77578,1,PROOF OF LIABILITY INSURANCE,VEHICLE BURNED,DAMAGED 7 HIGHEST,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,N,CHARLES JONES,"9418 TURNER ROAD, MANVEL, TX 77578",UNSAFE SPEED,NA,NA,SOUTH,Y,0,1,0,0,0,1,0
15471307,1,MOTOR VEHICLE,N,N,TX,JYARJ06E94A013073,2004,BLK,YAMAHA,NA,MOTORCYCLE,N,75160,2,NA,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 4,12,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 3,9,Y,CONTRACT WRECKER,"1955 VILBIG RD, DALLAS, TEXAS",FAILED TO CONTROL SPEED,NA,NA,WEST,Y,0,0,1,0,0,1,0
15481288,2,MOTOR VEHICLE,N,N,TX,1HD1MCM19GB854754,NA,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,77338,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,PRESTIGE  ( T4865J ),4004 ARC ST.,NONE,NA,NA,WEST,Y,0,0,1,0,0,1,0
15487934,1,MOTOR VEHICLE,N,N,TX,JH2SC57087M304643,2007,BLK,HONDA,NA,MOTORCYCLE,N,76621,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 6,12,NA,NA,NA,N,CATHEY TOWING,2806 LAWING LN #C,SPEEDING - (OVERLIMIT),CHANGED LANE WHEN UNSAFE,OTHER (EXPLAIN IN NARRATIVE),WEST,Y,1,0,0,0,0,1,0
15491638,1,MOTOR VEHICLE,N,N,TX,JKAZXCD106A013934,2006,BLK,KAWASAKI,NA,MOTORCYCLE,N,77656,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,ALLIED COLLISION CENTER,9520 S.KIRKWOOD DR,NA,NA,FAILED TO CONTROL SPEED,NORTH,Y,0,1,1,0,0,2,0
15496183,2,MOTOR VEHICLE,N,N,TX,JH2PC40088M102302,NA,SIL,HONDA,NA,MOTORCYCLE,N,78840,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,Y,RIO TRAILER SHOP (830) 775-5533,"807 VETERANS BLVD; DEL RIO, TX 78840",FAULTY EVASIVE ACTION,NA,NA,NORTHWEST,Y,1,0,0,0,0,1,0
15498422,1,MOTOR VEHICLE,N,N,TX,JYAVP32E7EA003969,NA,BLK,YAMAHA,UNKNOWN,MOTORCYCLE,N,79720,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 2,1,N,,,UNSAFE SPEED,NA,NA,NORTHEAST,Y,0,0,1,0,0,1,0
15529740,2,MOTOR VEHICLE,N,N,TX,JS1GN7DA972121727,2007,RED,SUZUKI,NA,MOTORCYCLE,N,78572,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,6,NA,NA,NA,N,,,NONE,NA,NA,WEST,Y,0,0,0,1,0,0,0
15597352,1,MOTOR VEHICLE,N,N,TX,JH2PC2501WM702010,1998,RED,HONDA,UNKNOWN,MOTORCYCLE,N,78210,2,NA,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 2,12,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 3,11,Y,BUDGET TOWING,"516 COMMERCE, PLEASANTON, 18064",FAILED TO PASS TO RIGHT SAFELY,DRIVER INATTENTION,NA,WEST,Y,0,0,1,0,0,1,0
15628134,2,MOTOR VEHICLE,N,N,TX,JH2RC44513M704028,2003,PLE,HONDA,NA,MOTORCYCLE,N,77014,2,NA,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 1 MINIMUM,12,NA,NA,NA,Y,"ACCESS BODY, #652","36 TIDWELL, 713-697-8655",NONE,NA,NA,WEST,Y,0,0,1,0,0,1,0
15738225,2,MOTOR VEHICLE,N,N,TX,1HD4CAM10JY121226,1988,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,78046,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,1,NA,NA,NA,Y,ROGER CABELLO,1205 N JARVIS AVE,NONE,NA,NA,SOUTH,Y,0,0,0,0,0,0,1
15489485,2,MOTOR VEHICLE,N,N,PA,1HD4CEM10NY117822,1992,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,15717,2,NA,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 3,6,NA,NA,NA,N,,,NONE,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
15489859,1,MOTOR VEHICLE,N,N,TX,LD6PCK0B9FL100221,NA,GRN,UNKNOWN,UNKNOWN,MOTORCYCLE,N,75060,2,NA,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,8,Y,CONTRACT WRECKER,"1955 VILBIG RD, DALLAS, TEXAS",FAILED TO YIELD ROW - PRIVATE DRIVE,NA,NA,SOUTHEAST,Y,0,0,1,0,0,1,0
15489859,1,MOTOR VEHICLE,N,N,TX,LD6PCK0B9FL100221,NA,GRN,UNKNOWN,UNKNOWN,MOTORCYCLE,N,75060,2,NA,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,8,Y,CONTRACT WRECKER,"1955 VILBIG RD, DALLAS, TEXAS",FAILED TO YIELD ROW - PRIVATE DRIVE,NA,NA,SOUTHEAST,Y,0,0,1,0,0,1,0
15499290,1,MOTOR VEHICLE,N,N,AK,JS1VY51A842101407,2004,BLU,SUZUKI,NA,MOTORCYCLE,N,79108,3,LIABILITY INSURANCE POLICY,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 3,1,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,N,AVILES & GABES WRECKER SERVICE INC.,AVILES & GABES WRECKER SERVICE INC.,HAD BEEN DRINKING,NA,NA,NORTH,Y,0,1,0,0,0,1,0
15500991,1,MOTOR VEHICLE,N,N,TX,JH2RC6848FK100313,NA,BLK,HONDA,UNKNOWN,MOTORCYCLE,N,76034,2,NA,BACK END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 5,6,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 3,1,Y,AA WRECKER SERVICE,5709 DENTON HIGHWAY,DRIVER INATTENTION,FAILED TO CONTROL SPEED,NA,NORTH,Y,0,0,1,0,0,1,0
15504720,1,MOTOR VEHICLE,N,N,TX,1HD1GN4107K331593,2007,MAR,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,78245,2,NA,FRONT END (RIGHT)  DAMAGE PARTIAL CONTACT,DAMAGED 1 MINIMUM,1,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 2,9,N,,,DRIVER INATTENTION,FAILED TO CONTROL SPEED,NA,SOUTHWEST,Y,0,0,0,1,0,0,0
